TableS3 predicted macrophage cis-regulatory elements ,,,,,,,,,
seqnames,start,end,width,strand,score,gene,peak,zscore,pvalue
chr11,59200206,59212951,12746,*,-0.057261831,MPEG1,chr11-59199828-59200584,-2.684422545,0.003632761
chr11,59212951,59480313,267363,*,-0.053768848,MPEG1,chr11-59479991-59480635,-2.249761171,0.012232055
chr11,59212951,59550997,338047,*,-0.056635617,MPEG1,chr11-59550156-59551838,-2.296244346,0.010830957
chr11,59212951,59566163,353213,*,-0.06133131,MPEG1,chr11-59565724-59566602,-2.765319361,0.002843355
chr11,59573449,59866575,293127,*,0.077543774,TCN1,chr11-59573297-59573601,5.222102903,8.85E-08
chr11,59579644,59669312,89669,*,0.06980318,AP000640.2,chr11-59579562-59579725,6.213630086,2.59E-10
chr11,59669312,59686032,16721,*,0.101781929,AP000640.2,chr11-59685960-59686104,7.059554409,8.35E-13
chr11,59823129,59866575,43447,*,0.057419798,TCN1,chr11-59822870-59823387,3.531250117,0.0002068
chr11,59849327,59866575,17249,*,0.057739275,TCN1,chr11-59848974-59849680,3.940195486,4.07E-05
chr11,59866575,60022034,155460,*,0.050139045,TCN1,chr11-60021926-60022141,3.166882241,0.000770413
chr11,59866575,60176283,309709,*,0.066064416,TCN1,chr11-60176233-60176333,4.704332765,1.27E-06
chr11,60184666,60185434,769,*,0.09534563,MS4A6A,chr11-60185259-60185608,4.149343842,1.67E-05
chr11,60184666,60242880,58215,*,0.065860532,MS4A6A,chr11-60242463-60243297,2.670796125,0.00378358
chr11,60184666,60252306,67641,*,0.075759146,MS4A6A,chr11-60251527-60253085,2.941918137,0.001630931
chr11,60184666,60280580,95915,*,0.091842384,MS4A6A,chr11-60280224-60280935,3.690377531,0.000111961
chr11,60184666,60477190,292525,*,0.079162976,MS4A6A,chr11-60476681-60477698,3.793708063,7.42E-05
chr11,60185434,60243088,57655,*,0.050972872,MS4A4E,chr11-60185259-60185608,3.294308808,0.00049332
chr11,60185434,60280541,95108,*,0.071661623,MS4A4A,chr11-60185259-60185608,3.702290858,0.000106831
chr11,60199756,60429589,229834,*,0.061443461,MS4A5,chr11-60199659-60199853,5.708565076,5.70E-09
chr11,60242880,60243088,209,*,0.111005192,MS4A4E,chr11-60242463-60243297,5.280323455,6.45E-08
chr11,60242880,60280541,37662,*,0.077131274,MS4A4A,chr11-60242463-60243297,3.521236432,0.00021477
chr11,60243088,60252306,9219,*,0.051416957,MS4A4E,chr11-60251527-60253085,2.771626064,0.002788853
chr11,60243088,60280580,37493,*,0.07927256,MS4A4E,chr11-60280224-60280935,4.235880709,1.14E-05
chr11,60252306,60280541,28236,*,0.052254982,MS4A4A,chr11-60251527-60253085,2.693189945,0.003538597
chr11,60280541,60280580,40,*,0.087131502,MS4A4A,chr11-60280224-60280935,3.990587803,3.30E-05
chr11,60334831,60821867,487037,*,0.057116354,MS4A6E,chr11-60821736-60821997,5.074392142,1.94E-07
chr11,60357947,60515413,157467,*,0.053848457,MS4A13,chr11-60357753-60358140,4.143057805,1.71E-05
chr11,60378482,60477190,98709,*,0.050833781,MS4A7,chr11-60476681-60477698,2.8578859,0.002132369
chr11,60571137,60952530,381394,*,0.051873934,SLC15A3,chr11-60570997-60571277,3.871597157,5.41E-05
chr11,60913874,60952160,38287,*,0.066810121,TMEM109,chr11-60951322-60952998,2.234155585,0.012736419
chr11,60913874,61061803,147930,*,0.055285821,TMEM109,chr11-61061221-61062384,2.427761795,0.007596159
chr11,60913874,61294610,380737,*,0.065142766,TMEM109,chr11-61293406-61295814,2.393774392,0.008338001
chr11,60913874,61348162,434289,*,0.051842686,TMEM109,chr11-61347616-61348707,2.147789946,0.015865223
chr11,60978679,61362001,383323,*,0.057682873,TMEM138,chr11-60977950-60979407,2.684248063,0.003634657
chr11,60986363,61362001,375639,*,0.085366052,TMEM138,chr11-60986049-60986677,4.522043121,3.06E-06
chr11,61076095,61241042,164948,*,0.05655033,PGA5,chr11-61075876-61076314,5.025461962,2.51E-07
chr11,61120362,61203307,82946,*,0.069382152,PGA3,chr11-61120233-61120490,8.553709899,5.96E-18
chr11,61120980,61241042,120063,*,0.064561739,PGA5,chr11-61120903-61121057,4.858607196,5.91E-07
chr11,61203307,61535597,332291,*,0.051904953,PGA3,chr11-61535488-61535705,4.244840637,1.09E-05
chr11,61270676,61752642,481967,*,0.069878793,MYRF,chr11-61270338-61271014,3.9498515,3.91E-05
chr11,61279453,61481120,201668,*,0.052404919,PPP1R32,chr11-61279389-61279517,4.010899729,3.02E-05
chr11,61294610,61295424,815,*,0.074185827,VWCE,chr11-61293406-61295814,5.007054263,2.76E-07
chr11,61295424,61297895,2472,*,0.05453233,VWCE,chr11-61297712-61298077,3.79518737,7.38E-05
chr11,61362001,61368748,6748,*,0.069247633,TMEM138,chr11-61368515-61368980,3.226913336,0.000625667
chr11,61362001,61369775,7775,*,0.065462318,TMEM138,chr11-61369288-61370261,3.150132965,0.000815981
chr11,61362136,61792637,430502,*,0.051778109,FEN1,chr11-61361438-61362834,2.624263682,0.004341826
chr11,61362299,61368748,6450,*,0.06883154,CYB561A3,chr11-61368515-61368980,5.481621023,2.11E-08
chr11,61362299,61369775,7477,*,0.087076309,CYB561A3,chr11-61369288-61370261,5.98865441,1.06E-09
chr11,61368748,61792980,424233,*,-0.050477772,FADS2,chr11-61368515-61368980,-2.743906866,0.003035638
chr11,61369775,61829318,459544,*,-0.05248326,FADS1,chr11-61369288-61370261,-2.782024012,0.002701052
chr11,61452796,61752642,299847,*,0.063393492,MYRF,chr11-61452646-61452945,3.191249054,0.000708296
chr11,61474066,61752642,278577,*,0.075231301,MYRF,chr11-61474016-61474116,3.929700863,4.25E-05
chr11,61508192,61829318,321127,*,0.051286213,FADS1,chr11-61508045-61508339,2.390228947,0.008418936
chr11,61616609,61967660,351052,*,-0.064145417,FTH1,chr11-61616502-61616716,-3.240325641,0.000596966
chr11,61619203,61752642,133440,*,0.065604979,MYRF,chr11-61619071-61619334,4.126856987,1.84E-05
chr11,61654496,61792980,138485,*,0.066624033,FADS2,chr11-61654080-61654911,2.332179955,0.009845613
chr11,61654496,61829318,174823,*,0.068854121,FADS1,chr11-61654080-61654911,2.449778654,0.007147203
chr11,61680108,61967660,287553,*,-0.050678211,FTH1,chr11-61679262-61680954,-2.16537376,0.015179537
chr11,61747957,61792980,45024,*,0.062986771,FADS2,chr11-61747627-61748287,2.168960397,0.015042845
chr11,61752642,61756697,4056,*,0.052014517,MYRF,chr11-61756439-61756955,3.332306016,0.000430647
chr11,61752642,62108267,355626,*,0.069035661,MYRF,chr11-62108092-62108442,3.269446061,0.000538791
chr11,61763465,61792637,29173,*,0.052086766,FEN1,chr11-61763395-61763535,3.494465285,0.000237506
chr11,61792637,61792689,53,*,0.068665965,FEN1,chr11-61791858-61793520,3.667460033,0.000122486
chr11,61792637,61816010,23374,*,0.062065563,FEN1,chr11-61814599-61817420,3.266063919,0.000545268
chr11,61792637,61828232,35596,*,0.106064242,FEN1,chr11-61827092-61829371,5.808297074,3.16E-09
chr11,61792689,61792980,292,*,0.112589572,FADS2,chr11-61791858-61793520,3.976635915,3.49E-05
chr11,61792689,61829318,36630,*,0.136743459,FADS1,chr11-61791858-61793520,4.122898987,1.87E-05
chr11,61792689,62123973,331285,*,0.050476071,INCENP,chr11-61791858-61793520,1.755206009,0.039612038
chr11,61792802,61828232,35431,*,0.079318464,TMEM258,chr11-61827092-61829371,4.185221313,1.42E-05
chr11,61792980,61816010,23031,*,0.117719448,FADS2,chr11-61814599-61817420,4.057118589,2.48E-05
chr11,61792980,61828232,35253,*,0.243968927,FADS2,chr11-61827092-61829371,10.28015993,4.33E-25
chr11,61792980,61834718,41739,*,0.156906782,FADS2,chr11-61834090-61835345,6.190761431,2.99E-10
chr11,61792980,61855127,62148,*,0.054924604,FADS2,chr11-61855008-61855246,3.603623449,0.000156906
chr11,61792980,61870299,77320,*,0.057442422,FADS2,chr11-61870174-61870424,3.065919427,0.001085009
chr11,61792980,61922727,129748,*,0.072718198,FADS2,chr11-61922455-61922998,2.411494923,0.007943637
chr11,61792980,62124154,331175,*,0.060470737,FADS2,chr11-62123295-62125013,2.461302341,0.006921683
chr11,61816010,61829318,13309,*,0.114743981,FADS1,chr11-61814599-61817420,3.80268991,7.16E-05
chr11,61828232,61829318,1087,*,0.239297301,FADS1,chr11-61827092-61829371,8.800187616,6.83E-19
chr11,61828232,62123973,295742,*,0.12317579,INCENP,chr11-61827092-61829371,4.982745198,3.13E-07
chr11,61829318,61834718,5401,*,0.138413739,FADS1,chr11-61834090-61835345,5.031158172,2.44E-07
chr11,61829318,61912810,83493,*,0.056121588,FADS1,chr11-61912584-61913036,1.913071174,0.027869471
chr11,61829318,61922727,93410,*,0.05888221,FADS1,chr11-61922455-61922998,2.00849235,0.022295499
chr11,61829318,62124154,294837,*,0.057237998,FADS1,chr11-62123295-62125013,2.025688169,0.021398375
chr11,61829318,62163851,334534,*,0.052147049,FADS1,chr11-62163590-62164111,1.858675953,0.031536542
chr11,61829318,62171457,342140,*,0.051641198,FADS1,chr11-62171078-62171835,1.727276942,0.042058969
chr11,61834718,62123973,289256,*,0.054477253,INCENP,chr11-61834090-61835345,1.93225066,0.026664288
chr11,61912810,62123973,211164,*,0.052605135,INCENP,chr11-61912584-61913036,2.374904911,0.008776736
chr11,61922727,62123973,201247,*,0.053979862,INCENP,chr11-61922455-61922998,2.723880588,0.003225991
chr11,61967660,62433671,466012,*,-0.058791812,FTH1,chr11-62433017-62434325,-2.706662515,0.003398165
chr11,61967660,62440364,472705,*,-0.057140953,FTH1,chr11-62439976-62440752,-2.635017693,0.004206645
chr11,61971898,62123973,152076,*,0.061155901,INCENP,chr11-61971443-61972353,2.680994894,0.003670182
chr11,62025569,62123973,98405,*,0.050278924,INCENP,chr11-62024917-62026221,2.387229986,0.008487934
chr11,62123973,62546410,422438,*,0.063616663,INCENP,chr11-62545481-62547338,1.813399509,0.034885113
chr11,62123973,62574042,450070,*,0.08914696,INCENP,chr11-62573065-62575018,3.674113609,0.000119338
chr11,62123973,62601915,477943,*,0.061266462,INCENP,chr11-62600974-62602856,1.874535662,0.030428316
chr11,62123973,62612606,488634,*,0.066310401,INCENP,chr11-62611724-62613487,1.653718692,0.049092341
chr11,62123973,62622017,498045,*,0.059446066,INCENP,chr11-62621406-62622628,1.960050762,0.024994929
chr11,62124154,62574086,449933,*,0.078382813,EEF1G,chr11-62123295-62125013,2.983530733,0.001424717
chr11,62194107,62670273,476167,*,0.0626576,UQCC3,chr11-62193868-62194346,4.420397089,4.93E-06
chr11,62217368,62611722,394355,*,0.054800982,ROM1,chr11-62217294-62217442,4.034890016,2.73E-05
chr11,62328654,62574086,245433,*,0.060202863,EEF1G,chr11-62328523-62328785,2.752793285,0.00295446
chr11,62340213,62574086,233874,*,0.053554384,EEF1G,chr11-62339961-62340464,2.087320325,0.018429594
chr11,62390830,62574086,183257,*,-0.053690188,EEF1G,chr11-62390679-62390980,-3.32202869,0.000446828
chr11,62499874,62856102,356229,*,0.059434659,SLC3A2,chr11-62499545-62500202,2.862860985,0.002099174
chr11,62556111,62574086,17976,*,0.063279232,EEF1G,chr11-62555443-62556779,2.547740674,0.005421152
chr11,62556111,62646726,90616,*,0.054438621,GANAB,chr11-62555443-62556779,2.956401226,0.00155626
chr11,62556111,62856102,299992,*,0.06357843,SLC3A2,chr11-62555443-62556779,2.915704614,0.001774432
chr11,62574042,62855914,281873,*,0.053380087,SNHG1,chr11-62573065-62575018,2.491465736,0.006360862
chr11,62574086,62577395,3310,*,-0.053395542,EEF1G,chr11-62577310-62577479,-3.277699457,0.000523284
chr11,62574086,62622017,47932,*,0.058760833,EEF1G,chr11-62621406-62622628,1.772587587,0.038148535
chr11,62574086,62646510,72425,*,0.051028574,EEF1G,chr11-62645803-62647217,1.751677592,0.039914631
chr11,62574086,62671935,97850,*,0.052730875,EEF1G,chr11-62671267-62672602,1.955294076,0.025274185
chr11,62574086,62727704,153619,*,0.058067593,EEF1G,chr11-62726415-62728993,2.084554897,0.018554861
chr11,62574086,62841348,267263,*,0.055758313,EEF1G,chr11-62840014-62842682,2.398964943,0.008220744
chr11,62574086,62881230,307145,*,0.076507567,EEF1G,chr11-62880308-62882152,3.02875028,0.001227838
chr11,62612765,62727704,114940,*,0.050105769,EML3,chr11-62726415-62728993,3.402004136,0.000334468
chr11,62622017,62855914,233898,*,0.054206367,SNHG1,chr11-62621406-62622628,2.706627221,0.003398527
chr11,62622017,62856102,234086,*,0.055555349,SLC3A2,chr11-62621406-62622628,2.614103127,0.004473101
chr11,62646726,62706211,59486,*,0.051564557,GANAB,chr11-62705614-62706808,2.807628878,0.002495385
chr11,62646726,62727704,80979,*,0.052412067,GANAB,chr11-62726415-62728993,2.760210762,0.002888204
chr11,62679117,62881230,202114,*,0.055441535,UBXN1,chr11-62880308-62882152,3.983312525,3.40E-05
chr11,62754053,62855914,101862,*,0.056222072,SNHG1,chr11-62753421-62754684,2.685681885,0.003619098
chr11,62787415,62791827,4413,*,0.052929229,TMEM179B,chr11-62791178-62792475,2.713194894,0.003331895
chr11,62855914,62856067,154,*,0.053721175,SNHG1,chr11-62855379-62856754,3.121202208,0.000900572
chr11,62856102,62881230,25129,*,0.052922943,SLC3A2,chr11-62880308-62882152,2.066140861,0.019407591
chr11,62872455,63137867,265413,*,0.050964552,SLC22A10,chr11-62872382-62872528,2.265187472,0.011750589
chr11,63137867,63496671,358805,*,0.063803129,SLC22A10,chr11-63496602-63496740,3.37282629,0.000372004
chr11,63229652,63603336,373685,*,0.056796276,SLC22A25,chr11-63603193-63603479,3.172844493,0.000754767
chr11,63229652,63726957,497306,*,0.07461833,SLC22A25,chr11-63726765-63727149,3.518434113,0.000217051
chr11,63505776,63916844,411069,*,0.059290407,RCOR2,chr11-63505328-63506224,3.081681155,0.001029176
chr11,63505776,63974607,468832,*,0.062370638,COX8A,chr11-63505328-63506224,2.851889988,0.002173007
chr11,63671231,63974607,303377,*,0.055491112,COX8A,chr11-63670408-63672054,2.368049499,0.008941072
chr11,63681446,63694785,13340,*,-0.052583336,RTN3,chr11-63694539-63695031,-2.862856633,0.002099202
chr11,63681446,63986250,304805,*,0.053962521,RTN3,chr11-63985492-63987007,3.352193452,0.00040087
chr11,63694785,64185272,490488,*,0.064920528,STIP1,chr11-63694539-63695031,2.935704052,0.001663958
chr11,63768775,63806226,37452,*,0.061508029,C11orf95,chr11-63806102-63806349,4.085111192,2.20E-05
chr11,63793294,63974607,181314,*,0.062870071,COX8A,chr11-63792879-63793708,2.499074031,0.006225915
chr11,63793294,64246941,453648,*,0.088294144,PPP1R14B,chr11-63792879-63793708,4.223439701,1.20E-05
chr11,63916844,64000599,83756,*,0.062738726,RCOR2,chr11-64000004-64001193,3.015370068,0.001283329
chr11,63939012,64270062,331051,*,0.05108539,GPR137,chr11-63938308-63939716,2.903254254,0.001846533
chr11,63961101,64103188,142088,*,0.067600362,FLRT1,chr11-63961007-63961194,6.806579606,5.00E-12
chr11,63974607,64181690,207084,*,0.056305358,COX8A,chr11-64181461-64181918,2.789763052,0.002637331
chr11,63974607,64192654,218048,*,-0.061060372,COX8A,chr11-64192450-64192857,-3.735134175,9.38E-05
chr11,63974607,64448876,474270,*,0.05634164,COX8A,chr11-64447783-64449968,2.587734781,0.004830467
chr11,64016199,64340223,324025,*,0.059846002,CCDC88B,chr11-64016076-64016321,4.982917307,3.13E-07
chr11,64074428,64185272,110845,*,0.095292474,STIP1,chr11-64074315-64074541,5.221106303,8.89E-08
chr11,64092577,64234538,141962,*,0.055269002,VEGFB,chr11-64092410-64092744,3.697712833,0.000108775
chr11,64094662,64359148,264487,*,0.052401926,RPS6KA4,chr11-64094335-64094988,4.288455171,9.00E-06
chr11,64103188,64125514,22327,*,0.052059015,FLRT1,chr11-64125427-64125601,4.411115981,5.14E-06
chr11,64103188,64421495,318308,*,0.059980094,FLRT1,chr11-64421436-64421554,4.431482701,4.68E-06
chr11,64103188,64538498,435311,*,0.052278238,FLRT1,chr11-64538110-64538885,4.553870417,2.63E-06
chr11,64103188,64592050,488863,*,0.052116852,FLRT1,chr11-64591980-64592120,3.767123745,8.26E-05
chr11,64185272,64192654,7383,*,0.064594332,STIP1,chr11-64192450-64192857,3.071152285,0.001066172
chr11,64185272,64196803,11532,*,0.084292886,STIP1,chr11-64196611-64196995,3.917585653,4.47E-05
chr11,64185272,64198809,13538,*,0.055213196,STIP1,chr11-64198450-64199167,2.524775772,0.005788607
chr11,64185272,64335371,150100,*,0.063680307,STIP1,chr11-64335155-64335587,2.840817898,0.0022499
chr11,64185722,64246941,61220,*,0.060435253,PPP1R14B,chr11-64184627-64186816,2.385123784,0.008536688
chr11,64206678,64225622,18945,*,0.05773878,FERMT3,chr11-64224230-64227014,3.391264051,0.000347855
chr11,64206835,64246941,40107,*,0.066392687,PPP1R14B,chr11-64205585-64208084,3.128801196,0.000877605
chr11,64240977,64246941,5965,*,0.061500197,PPP1R14B,chr11-64239875-64242078,2.094789361,0.018094861
chr11,64241003,64653159,412157,*,0.054350452,FKBP2,chr11-64652947-64653370,4.279209495,9.38E-06
chr11,64246941,64331875,84935,*,0.072602962,PPP1R14B,chr11-64331441-64332309,3.073954431,0.001056208
chr11,64246941,64448876,201936,*,0.056248383,PPP1R14B,chr11-64447783-64449968,1.984413555,0.023604878
chr11,64246941,64665782,418842,*,0.050387998,PPP1R14B,chr11-64665350-64666213,2.375314174,0.008767009
chr11,64251523,64694417,442895,*,0.058913968,PLCB3,chr11-64694289-64694545,4.255109377,1.04E-05
chr11,64372165,64723188,351024,*,0.053280353,NRXN2,chr11-64372046-64372283,5.306752114,5.58E-08
chr11,64538498,64888296,349799,*,0.052212418,EHD1,chr11-64538110-64538885,3.834351173,6.29E-05
chr11,64592565,65027408,434844,*,0.051366156,SNX15,chr11-64592378-64592752,3.790106952,7.53E-05
chr11,64655196,65014113,358918,*,0.061930569,ARL2,chr11-64654562-64655830,3.308225015,0.000469447
chr11,64655196,65084164,428969,*,0.055414269,CDCA5,chr11-64654562-64655830,1.67922208,0.046554385
chr11,64744036,65122473,378438,*,0.075912251,FAU,chr11-64742362-64745710,3.806722655,7.04E-05
chr11,64745456,65142220,396765,*,0.070396224,RASGRP2,chr11-65142025-65142414,5.77694892,3.80E-09
chr11,64752224,65058549,306326,*,0.061865027,NAALADL1,chr11-64752114-64752333,5.681417447,6.68E-09
chr11,64778786,64782936,4151,*,0.055084086,SF1,chr11-64782843-64783028,3.618586409,0.000148108
chr11,64778786,64916838,138053,*,0.050325941,SF1,chr11-64916025-64917651,3.158832688,0.000792012
chr11,64782936,65122473,339538,*,-0.050377574,FAU,chr11-64782843-64783028,-3.469497381,0.000260717
chr11,64853311,65314818,461508,*,0.062305375,CDC42EP2,chr11-64853196-64853425,7.040837719,9.55E-13
chr11,64855276,65261762,406487,*,0.051548478,POLA2,chr11-64854797-64855754,2.34332575,0.009556344
chr11,64856740,65084164,227425,*,0.056266356,CDCA5,chr11-64856515-64856965,2.354867779,0.009264649
chr11,65007030,65497762,490733,*,0.052557393,MALAT1,chr11-65006949-65007111,1.938957756,0.026253241
chr11,65014113,65477432,463320,*,0.061472535,ARL2,chr11-65476728-65478135,3.108945576,0.000938782
chr11,65040901,65041263,363,*,0.058062356,SAC3D1,chr11-65040627-65041899,3.382723149,0.000358855
chr11,65041263,65084164,42902,*,0.105913376,CDCA5,chr11-65040627-65041899,3.66566693,0.000123347
chr11,65041263,65261762,220500,*,0.073051235,POLA2,chr11-65040627-65041899,3.141656737,0.000839974
chr11,65044047,65261762,217716,*,0.0565183,POLA2,chr11-65043739-65044354,2.741676281,0.003056328
chr11,65058549,65428400,369852,*,0.076142268,NAALADL1,chr11-65428274-65428525,7.375766312,8.17E-14
chr11,65064421,65497762,433342,*,0.092062715,MALAT1,chr11-65064306-65064536,2.167461567,0.015099839
chr11,65064421,65558930,494510,*,0.063929877,LTBP3,chr11-65064306-65064536,2.53320305,0.005651273
chr11,65077587,65422774,345188,*,0.05007238,NEAT1,chr11-65077316-65077857,2.019542062,0.021715455
chr11,65084164,65084170,7,*,0.066955089,CDCA5,chr11-65083515-65084825,1.950139886,0.025579724
chr11,65084164,65096370,12207,*,0.067256492,CDCA5,chr11-65095713-65097026,1.858775655,0.031529472
chr11,65084164,65134417,50254,*,0.060964498,CDCA5,chr11-65133327-65135507,1.657008778,0.04875885
chr11,65084164,65150981,66818,*,0.058654592,CDCA5,chr11-65150265-65151696,2.257793556,0.011979267
chr11,65084164,65262137,177974,*,0.065049908,CDCA5,chr11-65261224-65263050,2.585669836,0.004859499
chr11,65084164,65386656,302493,*,0.062501807,CDCA5,chr11-65386243-65387069,1.72665243,0.042115052
