TableS2 marker genes of macrophage subpopulations identified by single-cell multi-omics,,,,,,,
gene,cluster,pct.1,pct.2,avg_log2FC,p_val,p_val_adj,
NAA38,Cycling MΦ-1,0.418,0.257,0.104708224,3.26E-07,0.011937247,
POLK,Cycling MΦ-1,0.837,0.699,0.067436347,3.29E-07,0.012053762,
NIF3L1,Cycling MΦ-1,0.254,0.131,0.071400225,3.30E-07,0.012064545,
CCDC85B,Cycling MΦ-1,0.366,0.211,0.12577459,3.30E-07,0.012069416,
TOMM40,Cycling MΦ-1,0.292,0.172,0.093930279,3.33E-07,0.012177732,
STK35,Cycling MΦ-1,0.278,0.157,0.086295557,3.36E-07,0.012315037,
CNOT8,Cycling MΦ-1,0.535,0.373,0.094442229,3.42E-07,0.01251296,
BACE1,Cycling MΦ-1,0.295,0.158,0.078021762,3.43E-07,0.012537096,
RCN2,Cycling MΦ-1,0.274,0.149,0.085292183,3.47E-07,0.012702495,
ZNF713,Cycling MΦ-1,0.202,0.107,0.088238447,3.49E-07,0.012789483,
AC090912.1,Cycling MΦ-1,0.105,0.046,0.066002721,3.57E-07,0.013080647,
GLE1,Cycling MΦ-1,0.461,0.283,0.084523794,3.58E-07,0.013089365,
AC092652.2,Cycling MΦ-1,0.204,0.11,0.08084336,3.65E-07,0.013374539,
ADAT1,Cycling MΦ-1,0.283,0.15,0.072257435,3.71E-07,0.013567652,
VAV3,Cycling MΦ-1,0.993,0.967,0.013967548,3.72E-07,0.01360507,
NSMCE2,Cycling MΦ-1,0.974,0.924,0.049198928,3.74E-07,0.013706599,
NTMT1,Cycling MΦ-1,0.244,0.125,0.072421017,3.82E-07,0.013994846,
MCM9,Cycling MΦ-1,0.746,0.577,0.064958547,3.86E-07,0.014135245,
EPM2AIP1,Cycling MΦ-1,0.536,0.364,0.080517405,3.89E-07,0.014243217,
PTPN7,Cycling MΦ-1,0.312,0.181,0.086234688,3.89E-07,0.014249244,
MRPL17,Cycling MΦ-1,0.26,0.15,0.102062795,3.93E-07,0.014367613,
DCTN3,Cycling MΦ-1,0.199,0.093,0.070827831,3.95E-07,0.014443469,
JAML,Cycling MΦ-1,0.395,0.248,0.133509254,3.99E-07,0.014594196,
LANCL1,Cycling MΦ-1,0.332,0.191,0.093978657,4.03E-07,0.014753599,
MESD,Cycling MΦ-1,0.545,0.382,0.123452254,4.06E-07,0.014870398,
PLD1,Cycling MΦ-1,0.921,0.87,0.089873765,4.10E-07,0.015020789,
CXorf21,Cycling MΦ-1,0.35,0.206,0.079212381,4.13E-07,0.015121547,
ANKRD23,Cycling MΦ-1,0.19,0.081,0.070130795,4.19E-07,0.015342021,
PSMG3,Cycling MΦ-1,0.209,0.094,0.06201196,4.20E-07,0.015385648,
SBF2-AS1,Cycling MΦ-1,0.372,0.247,0.089868734,4.21E-07,0.015422111,
CHROMR,Cycling MΦ-1,0.515,0.36,0.088499287,4.23E-07,0.015465957,
FBXW7,Cycling MΦ-1,0.909,0.836,0.060828317,4.27E-07,0.015640352,
SMIM19,Cycling MΦ-1,0.235,0.135,0.09410349,4.29E-07,0.015718228,
MAP3K3,Cycling MΦ-1,0.821,0.674,0.087247372,4.36E-07,0.015959303,
SYMPK,Cycling MΦ-1,0.601,0.434,0.100424739,4.38E-07,0.016019825,
SUB1,Cycling MΦ-1,0.584,0.41,0.109642358,4.40E-07,0.016115376,
RPS2,Cycling MΦ-1,0.784,0.644,0.270799415,4.42E-07,0.016173137,
WBP11,Cycling MΦ-1,0.452,0.298,0.109419806,4.43E-07,0.016225125,
CLCC1,Cycling MΦ-1,0.274,0.143,0.073421045,4.58E-07,0.016770367,
ZNF569,Cycling MΦ-1,0.231,0.125,0.089515696,4.61E-07,0.01687093,
CPSF7,Cycling MΦ-1,0.53,0.38,0.084451827,4.67E-07,0.017100119,
EXOSC10,Cycling MΦ-1,0.478,0.317,0.088558925,4.79E-07,0.017517534,
ERP29,Cycling MΦ-1,0.657,0.463,0.167089001,4.79E-07,0.017520544,
STK3,Cycling MΦ-1,0.946,0.873,0.066613215,4.86E-07,0.017789365,
SLC5A3,Cycling MΦ-1,0.482,0.327,0.079875827,4.87E-07,0.017810537,
USP28,Cycling MΦ-1,0.267,0.146,0.077903765,4.90E-07,0.017935771,
API5,Cycling MΦ-1,0.582,0.419,0.098247597,4.93E-07,0.018027761,
AC053513.1,Cycling MΦ-1,0.719,0.583,0.093350674,4.97E-07,0.018197976,
DCUN1D2,Cycling MΦ-1,0.419,0.275,0.083486065,4.99E-07,0.018272949,
INPP5F,Cycling MΦ-1,0.406,0.258,0.077590116,5.07E-07,0.018566509,
TCEA1,Cycling MΦ-1,0.585,0.418,0.098960758,5.23E-07,0.019147897,
SPA17,Cycling MΦ-1,0.101,0.034,0.04731422,5.28E-07,0.019337122,
TTC23,Cycling MΦ-1,0.48,0.321,0.086437781,5.34E-07,0.019547727,
ZNF445,Cycling MΦ-1,0.294,0.161,0.07911607,5.46E-07,0.019965961,
JADE3,Cycling MΦ-1,0.211,0.112,0.083661988,5.51E-07,0.020184216,
HEATR1,Cycling MΦ-1,0.449,0.287,0.08817513,5.55E-07,0.020313834,
RPS24,Cycling MΦ-1,0.789,0.643,0.262032932,5.66E-07,0.020722734,
ATPSCKMT,Cycling MΦ-1,0.292,0.167,0.075695598,5.67E-07,0.020742614,
PPHLN1,Cycling MΦ-1,0.789,0.651,0.071377144,5.78E-07,0.02117122,
MPHOSPH6,Cycling MΦ-1,0.436,0.279,0.089416814,5.90E-07,0.02160593,
ADCY9,Cycling MΦ-1,0.518,0.367,0.114379948,5.92E-07,0.021658416,
IPO8,Cycling MΦ-1,0.538,0.385,0.089842003,5.96E-07,0.02181559,
USP5,Cycling MΦ-1,0.244,0.119,0.073536409,6.12E-07,0.02239341,
ZCCHC3,Cycling MΦ-1,0.14,0.06,0.06176028,6.12E-07,0.022411507,
DCPS,Cycling MΦ-1,0.209,0.092,0.071109597,6.31E-07,0.023083668,
POGZ,Cycling MΦ-1,0.801,0.693,0.091484952,6.32E-07,0.023119375,
RAB11A,Cycling MΦ-1,0.755,0.595,0.100844502,6.32E-07,0.023146927,
SNHG16,Cycling MΦ-1,0.228,0.115,0.073223756,6.49E-07,0.023761955,
PRPF40A,Cycling MΦ-1,0.858,0.738,0.093914041,7.05E-07,0.025798914,
SAAL1,Cycling MΦ-1,0.224,0.111,0.064012664,7.06E-07,0.025825576,
MTO1,Cycling MΦ-1,0.36,0.231,0.110191671,7.34E-07,0.026857156,
B3GAT3,Cycling MΦ-1,0.348,0.204,0.091084944,7.35E-07,0.026916015,
FGD5-AS1,Cycling MΦ-1,0.397,0.25,0.091588275,7.44E-07,0.027218982,
VEZF1,Cycling MΦ-1,0.507,0.342,0.094095017,7.45E-07,0.027249836,
CCDC88C,Cycling MΦ-1,0.206,0.095,0.062856043,7.59E-07,0.02776641,
PKIB,Cycling MΦ-1,0.233,0.127,0.089517559,7.64E-07,0.027968147,
PUM3,Cycling MΦ-1,0.642,0.485,0.099022222,7.65E-07,0.027988577,
HSPH1,Cycling MΦ-1,0.544,0.383,0.119571175,7.69E-07,0.028139797,
EEA1,Cycling MΦ-1,0.926,0.824,0.043347398,7.73E-07,0.028288327,
SMCO4,Cycling MΦ-1,0.356,0.214,0.060616148,7.84E-07,0.028706185,
TIMM10,Cycling MΦ-1,0.166,0.067,0.063406411,7.86E-07,0.028750626,
MYH9,Cycling MΦ-1,0.899,0.791,0.121829246,7.86E-07,0.028758102,
RPN1,Cycling MΦ-1,0.621,0.446,0.158247777,8.02E-07,0.0293662,
AGTRAP,Cycling MΦ-1,0.339,0.187,0.098488657,8.21E-07,0.030043326,
CKMT2-AS1,Cycling MΦ-1,0.36,0.226,0.078792002,8.30E-07,0.030381017,
BCS1L,Cycling MΦ-1,0.208,0.089,0.054195497,8.40E-07,0.030747444,
C20orf197,Cycling MΦ-1,0.196,0.092,0.068865791,8.45E-07,0.030920177,
AIDA,Cycling MΦ-1,0.37,0.227,0.087267386,8.47E-07,0.030983687,
RFXAP,Cycling MΦ-1,0.166,0.081,0.060422157,8.61E-07,0.031496662,
NUDCD2,Cycling MΦ-1,0.181,0.084,0.060880829,8.66E-07,0.031712403,
CMPK1,Cycling MΦ-1,0.588,0.413,0.092182271,8.80E-07,0.032217283,
NDUFAF1,Cycling MΦ-1,0.252,0.14,0.080023385,8.94E-07,0.032739365,
PDIA6,Cycling MΦ-1,0.734,0.545,0.143702192,8.99E-07,0.032889546,
SCLY,Cycling MΦ-1,0.282,0.152,0.084995772,8.99E-07,0.032911804,
AP1M1,Cycling MΦ-1,0.391,0.254,0.091448533,9.20E-07,0.03368761,
ZNF704,Cycling MΦ-1,0.477,0.344,0.111466111,9.31E-07,0.03408281,
URB2,Cycling MΦ-1,0.173,0.086,0.057562772,9.38E-07,0.034337998,
METTL2B,Cycling MΦ-1,0.361,0.224,0.083440034,9.47E-07,0.034659607,
LIN7A,Cycling MΦ-1,0.199,0.115,0.119923582,9.61E-07,0.03518356,
COIL,Cycling MΦ-1,0.34,0.211,0.08999504,9.65E-07,0.035314023,
PPIP5K1,Cycling MΦ-1,0.227,0.117,0.074212591,9.70E-07,0.035489903,
PET100,Cycling MΦ-1,0.593,0.414,0.148767717,9.86E-07,0.036093418,
SLC35D1,Cycling MΦ-1,0.347,0.221,0.099377683,9.88E-07,0.036156626,
AC046130.1,Cycling MΦ-1,0.104,0.038,0.043449427,1.00E-06,0.036722158,
KITLG,Cycling MΦ-1,0.489,0.328,0.076982945,1.01E-06,0.036892596,
WDR4,Cycling MΦ-1,0.217,0.121,0.069561131,1.03E-06,0.037588237,
AC092652.1,Cycling MΦ-1,0.216,0.115,0.074863099,1.03E-06,0.037702084,
NDUFC1,Cycling MΦ-1,0.39,0.246,0.11963918,1.04E-06,0.037935056,
EIF2S2,Cycling MΦ-1,0.64,0.467,0.113264264,1.04E-06,0.0380819,
LSM 2.00,Cycling MΦ-1,0.191,0.083,0.064478528,1.04E-06,0.038171343,
CNPY4,Cycling MΦ-1,0.116,0.046,0.051221666,1.06E-06,0.038838647,
UBE2G2,Cycling MΦ-1,0.725,0.582,0.096704369,1.06E-06,0.038895819,
TOMM70,Cycling MΦ-1,0.47,0.306,0.091670395,1.07E-06,0.03928712,
MAP2,Cycling MΦ-1,0.166,0.092,0.122801824,1.08E-06,0.039379176,
DTNB,Cycling MΦ-1,0.875,0.721,0.064041326,1.09E-06,0.039759255,
CCDC57,Cycling MΦ-1,0.465,0.306,0.071214692,1.09E-06,0.03999335,
RHOA,Cycling MΦ-1,0.891,0.781,0.131139924,1.12E-06,0.041046662,
MED4,Cycling MΦ-1,0.568,0.386,0.074641409,1.13E-06,0.041497043,
BMP1,Cycling MΦ-1,0.124,0.048,0.048584023,1.16E-06,0.042475925,
BRMS1L,Cycling MΦ-1,0.232,0.125,0.078443774,1.16E-06,0.042501108,
MAD2L2,Cycling MΦ-1,0.113,0.04,0.050100765,1.20E-06,0.043740937,
STAM,Cycling MΦ-1,0.646,0.503,0.09018987,1.20E-06,0.043795856,
ABCE1,Cycling MΦ-1,0.49,0.34,0.102992515,1.23E-06,0.045023414,
PKM,Cycling MΦ-1,0.929,0.846,0.141163649,1.24E-06,0.045361879,
SUCO,Cycling MΦ-1,0.679,0.523,0.086968484,1.24E-06,0.045510059,
SUMO3,Cycling MΦ-1,0.357,0.22,0.110050637,1.26E-06,0.046075059,
NPHP4,Cycling MΦ-1,0.279,0.178,0.078189022,1.27E-06,0.046501613,
RACK1,Cycling MΦ-1,0.709,0.521,0.176367315,1.30E-06,0.047541304,
PTTG1IP,Cycling MΦ-1,0.671,0.507,0.165598657,1.31E-06,0.047840903,
VDAC3,Cycling MΦ-1,0.53,0.366,0.087484315,1.33E-06,0.048597275,
LRRC57,Cycling MΦ-1,0.271,0.151,0.072945523,1.33E-06,0.048648119,
CFAP20,Cycling MΦ-1,0.115,0.049,0.048948687,1.35E-06,0.049389532,
AC104162.2,Cycling MΦ-1,0.453,0.306,0.079139379,1.36E-06,0.049870976,
TAF6,Cycling MΦ-1,0.132,0.054,0.053798781,1.37E-06,0.050120146,
NUBPL,Cycling MΦ-1,0.58,0.407,0.080735691,1.38E-06,0.050660678,
DUS3L,Cycling MΦ-1,0.216,0.104,0.064714352,1.39E-06,0.051009104,
LAMB3,Cycling MΦ-1,0.199,0.089,0.06760133,1.40E-06,0.051159794,
TADA1,Cycling MΦ-1,0.277,0.145,0.0611248,1.40E-06,0.051339725,
MSANTD2,Cycling MΦ-1,0.423,0.275,0.080224897,1.40E-06,0.051380655,
KAT14,Cycling MΦ-1,0.211,0.114,0.074789255,1.44E-06,0.052706523,
CHUK,Cycling MΦ-1,0.489,0.342,0.083485591,1.49E-06,0.054575379,
TCP1,Cycling MΦ-1,0.439,0.282,0.097256173,1.49E-06,0.054640349,
ERLIN2,Cycling MΦ-1,0.283,0.147,0.074011488,1.51E-06,0.055101482,
FZD2,Cycling MΦ-1,0.213,0.099,0.071544061,1.51E-06,0.055446328,
STIM1,Cycling MΦ-1,0.867,0.758,0.080737426,1.56E-06,0.057135412,
LSG1,Cycling MΦ-1,0.375,0.224,0.07395813,1.56E-06,0.057178399,
HYMAI,Cycling MΦ-1,0.12,0.047,0.044872443,1.60E-06,0.058434499,
BRIX1,Cycling MΦ-1,0.22,0.116,0.072875805,1.61E-06,0.058961492,
PRKCA-AS1,Cycling MΦ-1,0.303,0.178,0.082664512,1.66E-06,0.060587309,
TRNT1,Cycling MΦ-1,0.456,0.305,0.083021405,1.66E-06,0.06063817,
LTN1,Cycling MΦ-1,0.547,0.395,0.088765973,1.69E-06,0.061994275,
KIAA1586,Cycling MΦ-1,0.269,0.148,0.073122688,1.70E-06,0.06204761,
SYPL1,Cycling MΦ-1,0.414,0.245,0.085372674,1.72E-06,0.062921297,
RPL37A,Cycling MΦ-1,0.835,0.701,0.274068897,1.72E-06,0.063029315,
BOP 1.00,Cycling MΦ-1,0.126,0.051,0.054653119,1.74E-06,0.063823755,
TRMT61B,Cycling MΦ-1,0.323,0.193,0.074022725,1.76E-06,0.064564094,
IER5,Cycling MΦ-1,0.482,0.336,0.103574536,1.79E-06,0.065533642,
RPS3A,Cycling MΦ-1,0.696,0.517,0.196089182,1.86E-06,0.068242261,
VBP1,Cycling MΦ-1,0.256,0.132,0.068675057,1.88E-06,0.068744067,
HNRNPUL2,Cycling MΦ-1,0.436,0.276,0.097614918,1.88E-06,0.068852607,
WDR89,Cycling MΦ-1,0.252,0.136,0.077626161,1.90E-06,0.069506907,
TMX1,Cycling MΦ-1,0.472,0.319,0.097921656,1.90E-06,0.069525358,
TMEM11,Cycling MΦ-1,0.244,0.135,0.065859617,1.96E-06,0.071602007,
CNOT6,Cycling MΦ-1,0.47,0.322,0.076823177,1.96E-06,0.071850216,
PER2,Cycling MΦ-1,0.271,0.143,0.05925806,1.98E-06,0.072422885,
LARP7,Cycling MΦ-1,0.576,0.405,0.093987184,2.01E-06,0.073608977,
SDHA,Cycling MΦ-1,0.606,0.438,0.088864925,2.01E-06,0.07361929,
MIRLET7BHG,Cycling MΦ-1,0.501,0.344,0.065907694,2.01E-06,0.073747745,
BZW2,Cycling MΦ-1,0.441,0.297,0.083430555,2.03E-06,0.074285351,
DNAJA3,Cycling MΦ-1,0.238,0.134,0.075580576,2.11E-06,0.077352914,
STT3A,Cycling MΦ-1,0.518,0.352,0.105426807,2.12E-06,0.077598233,
GGNBP2,Cycling MΦ-1,0.769,0.616,0.067428083,2.25E-06,0.082229909,
RAB23,Cycling MΦ-1,0.113,0.046,0.052676919,2.28E-06,0.083275334,
PTGFRN,Cycling MΦ-1,0.387,0.217,0.087791775,2.29E-06,0.083797004,
STRADA,Cycling MΦ-1,0.698,0.539,0.083607297,2.29E-06,0.083885673,
HEG1,Cycling MΦ-1,0.35,0.228,0.118333741,2.36E-06,0.086545569,
NECTIN1,Cycling MΦ-1,0.128,0.054,0.048360544,2.41E-06,0.088109917,
RAB8A,Cycling MΦ-1,0.337,0.204,0.098476105,2.42E-06,0.088463028,
CEP250,Cycling MΦ-1,0.439,0.291,0.076700824,2.42E-06,0.08871444,
ELMO1,Cycling MΦ-1,0.993,0.979,0.041966366,2.44E-06,0.089197871,
STARD3NL,Cycling MΦ-1,0.685,0.518,0.069517445,2.45E-06,0.089604575,
PSMB9,Cycling MΦ-1,0.235,0.123,0.071163331,2.47E-06,0.090236016,
RPLP1,Cycling MΦ-1,0.835,0.73,0.314482406,2.48E-06,0.090679185,
CYP2U1,Cycling MΦ-1,0.123,0.054,0.05137182,2.49E-06,0.09119045,
EVI2A,Cycling MΦ-1,0.563,0.387,0.133393701,2.51E-06,0.091953621,
APOO,Cycling MΦ-1,0.213,0.111,0.067147455,2.52E-06,0.092233975,
SRGAP2,Cycling MΦ-1,0.968,0.903,0.042544188,2.54E-06,0.092790206,
HNRNPL,Cycling MΦ-1,0.626,0.464,0.090004794,2.54E-06,0.092809796,
RPP30,Cycling MΦ-1,0.418,0.257,0.072333139,2.56E-06,0.093532546,
NBN,Cycling MΦ-1,0.632,0.452,0.063258201,2.61E-06,0.095396886,
SCCPDH,Cycling MΦ-1,0.358,0.209,0.076100762,2.64E-06,0.096624749,
ANAPC10,Cycling MΦ-1,0.684,0.55,0.074083081,2.66E-06,0.097179567,
MTMR2,Cycling MΦ-1,0.54,0.388,0.097913722,2.68E-06,0.09816515,
NFKBIA,M1-like MΦ,0.906,0.573,1.305592555,1.54E-192,5.64E-188,
ICAM1,M1-like MΦ,0.748,0.42,0.992624822,5.15E-110,1.88E-105,
SOD2,M1-like MΦ,0.793,0.649,1.161992163,1.41E-94,5.15E-90,
CCL3,M1-like MΦ,0.757,0.546,1.181280667,7.19E-80,2.63E-75,
TNFAIP3,M1-like MΦ,0.536,0.233,0.643364814,1.85E-76,6.78E-72,
AZIN1-AS1,M1-like MΦ,0.718,0.468,1.061649254,6.63E-75,2.43E-70,
NFKB1,M1-like MΦ,0.923,0.815,0.827649514,2.83E-74,1.04E-69,
AMPD3,M1-like MΦ,0.892,0.725,0.736710558,1.60E-70,5.86E-66,
IL4I1,M1-like MΦ,0.52,0.29,0.605515844,6.36E-60,2.33E-55,
CD83,M1-like MΦ,0.751,0.567,0.843723257,6.66E-59,2.44E-54,
NFKBIZ,M1-like MΦ,0.601,0.381,0.760969429,3.07E-56,1.12E-51,
MARCKS,M1-like MΦ,0.944,0.828,0.524292807,1.79E-54,6.56E-50,
BIRC3,M1-like MΦ,0.305,0.078,0.416888616,5.26E-54,1.93E-49,
CXCL2,M1-like MΦ,0.317,0.114,0.658568768,2.90E-52,1.06E-47,
SQSTM1,M1-like MΦ,0.93,0.859,0.619671222,3.70E-51,1.36E-46,
AC011511.2,M1-like MΦ,0.389,0.159,0.509608127,2.09E-49,7.66E-45,
NFKB2,M1-like MΦ,0.432,0.195,0.376797661,2.10E-49,7.69E-45,
TRAF3,M1-like MΦ,0.924,0.82,0.513348764,2.62E-48,9.60E-44,
CXCL8,M1-like MΦ,0.195,0.035,0.929300262,5.34E-47,1.95E-42,
CCL4,M1-like MΦ,0.381,0.19,1.14427033,1.93E-46,7.07E-42,
FTH1,M1-like MΦ,0.991,0.955,0.494590584,2.17E-45,7.93E-41,
CXCL3,M1-like MΦ,0.297,0.124,0.928022476,4.79E-45,1.75E-40,
AHR,M1-like MΦ,0.799,0.618,0.59394093,2.80E-44,1.03E-39,
TCF4,M1-like MΦ,0.899,0.781,0.566395695,2.25E-43,8.25E-39,
TANK,M1-like MΦ,0.944,0.898,0.535886123,1.47E-42,5.40E-38,
RELB,M1-like MΦ,0.542,0.291,0.470956488,4.23E-42,1.55E-37,
KYNU,M1-like MΦ,0.93,0.862,0.712384849,1.01E-41,3.69E-37,
NAMPT,M1-like MΦ,0.678,0.53,1.008461561,6.57E-41,2.41E-36,
RNF144B,M1-like MΦ,0.655,0.489,0.667270827,2.65E-40,9.72E-36,
MIR181A1HG,M1-like MΦ,0.92,0.849,0.547210606,2.67E-40,9.79E-36,
FCN1,M1-like MΦ,0.55,0.351,0.644362161,1.12E-39,4.10E-35,
RGL1,M1-like MΦ,0.986,0.917,0.476904534,7.25E-39,2.65E-34,
CD58,M1-like MΦ,0.887,0.819,0.522053579,1.34E-38,4.89E-34,
DMXL2,M1-like MΦ,0.997,0.986,0.341189884,1.97E-38,7.22E-34,
MMP9,M1-like MΦ,0.907,0.798,0.64386399,1.05E-37,3.85E-33,
CCL3L1,M1-like MΦ,0.325,0.163,0.538085004,2.13E-37,7.81E-33,
PNRC1,M1-like MΦ,0.55,0.378,0.430431375,4.11E-37,1.50E-32,
NOTCH2NLC,M1-like MΦ,0.74,0.599,0.530842155,7.29E-37,2.67E-32,
IL1B,M1-like MΦ,0.413,0.24,0.984178904,3.98E-36,1.46E-31,
DUSP1,M1-like MΦ,0.512,0.312,0.538364135,6.98E-36,2.56E-31,
PLEK,M1-like MΦ,0.882,0.816,0.613358336,4.99E-33,1.83E-28,
EPB41L3,M1-like MΦ,0.975,0.927,0.402324296,6.10E-33,2.23E-28,
AC009313.1,M1-like MΦ,0.452,0.243,0.389385857,1.58E-32,5.77E-28,
TLR2,M1-like MΦ,0.932,0.861,0.501688783,1.81E-32,6.63E-28,
CHST11,M1-like MΦ,0.985,0.946,0.414276495,3.40E-32,1.25E-27,
FUCA1,M1-like MΦ,0.946,0.873,0.570897288,3.85E-32,1.41E-27,
GSAP,M1-like MΦ,0.902,0.822,0.42862807,2.09E-30,7.65E-26,
PSAP,M1-like MΦ,0.995,0.975,0.350911059,1.52E-29,5.56E-25,
CLEC4E,M1-like MΦ,0.167,0.051,0.222456436,6.49E-29,2.38E-24,
SLC2A6,M1-like MΦ,0.238,0.099,0.254702055,1.47E-28,5.38E-24,
GCH1,M1-like MΦ,0.212,0.095,0.387188503,1.94E-28,7.08E-24,
CFLAR,M1-like MΦ,0.949,0.903,0.371165544,2.63E-28,9.61E-24,
CCL4L2,M1-like MΦ,0.172,0.068,0.590803516,3.72E-28,1.36E-23,
IFNGR2,M1-like MΦ,0.913,0.852,0.409806865,8.43E-28,3.08E-23,
SMURF2,M1-like MΦ,0.913,0.857,0.43909451,1.59E-27,5.82E-23,
SLCO2B1,M1-like MΦ,0.978,0.956,0.381581272,3.13E-27,1.15E-22,
SAT1,M1-like MΦ,0.989,0.958,0.497530523,3.71E-27,1.36E-22,
LACC1,M1-like MΦ,0.872,0.747,0.369067563,4.42E-27,1.62E-22,
ATOX1,M1-like MΦ,0.647,0.508,0.373981516,4.50E-27,1.65E-22,
BCL3,M1-like MΦ,0.297,0.138,0.237939634,5.47E-27,2.00E-22,
ADAMDEC1,M1-like MΦ,0.553,0.372,0.39537268,6.50E-27,2.38E-22,
SLC9A9,M1-like MΦ,0.992,0.944,0.327769602,7.04E-27,2.58E-22,
MMP2-AS1,M1-like MΦ,0.536,0.368,0.397126268,1.11E-25,4.07E-21,
PSTPIP2,M1-like MΦ,0.58,0.474,0.546612796,1.12E-25,4.09E-21,
NOTCH2,M1-like MΦ,0.862,0.778,0.417645491,3.16E-25,1.16E-20,
LINC02328,M1-like MΦ,0.675,0.559,0.67019376,6.53E-25,2.39E-20,
MCTP1,M1-like MΦ,0.995,0.986,0.366976296,8.20E-25,3.00E-20,
ACVR2A,M1-like MΦ,0.878,0.775,0.414476325,9.02E-25,3.30E-20,
RTN1,M1-like MΦ,0.728,0.609,0.56393686,1.44E-24,5.28E-20,
G3BP1,M1-like MΦ,0.779,0.685,0.391544626,6.76E-24,2.48E-19,
TNFAIP8,M1-like MΦ,0.867,0.807,0.471785158,7.18E-24,2.63E-19,
DAPK1,M1-like MΦ,0.994,0.978,0.30170909,2.72E-23,9.95E-19,
ZFP36,M1-like MΦ,0.543,0.433,0.458504367,5.78E-23,2.12E-18,
HCK,M1-like MΦ,0.873,0.8,0.376338424,6.72E-23,2.46E-18,
NFE2L2,M1-like MΦ,0.935,0.899,0.346621718,1.02E-22,3.75E-18,
RNF19B,M1-like MΦ,0.44,0.285,0.365006533,2.14E-22,7.82E-18,
WTAP,M1-like MΦ,0.738,0.661,0.437542003,2.39E-22,8.76E-18,
REL,M1-like MΦ,0.771,0.661,0.363246807,4.94E-22,1.81E-17,
SLC7A11,M1-like MΦ,0.452,0.307,0.627807183,6.59E-22,2.41E-17,
LPXN,M1-like MΦ,0.933,0.863,0.342065571,9.89E-22,3.62E-17,
TYMP,M1-like MΦ,0.822,0.722,0.351096743,1.34E-21,4.91E-17,
KDM7A,M1-like MΦ,0.749,0.615,0.360176835,1.64E-21,5.99E-17,
SEMA4A,M1-like MΦ,0.446,0.285,0.283294796,2.14E-21,7.83E-17,
PIK3R5,M1-like MΦ,0.98,0.963,0.289991572,5.04E-21,1.85E-16,
AC120193.1,M1-like MΦ,0.574,0.424,0.402883942,5.32E-21,1.95E-16,
PDE4DIP,M1-like MΦ,0.827,0.731,0.380092588,9.55E-21,3.50E-16,
CD44,M1-like MΦ,0.969,0.936,0.416033332,1.05E-20,3.86E-16,
IER3,M1-like MΦ,0.632,0.516,0.443971584,2.53E-20,9.25E-16,
HLA-DQA1,M1-like MΦ,0.396,0.281,0.440450061,2.74E-20,1.00E-15,
CMKLR1,M1-like MΦ,0.692,0.584,0.365240474,3.36E-20,1.23E-15,
CD163,M1-like MΦ,0.902,0.834,0.327045822,3.65E-20,1.34E-15,
MB21D2,M1-like MΦ,0.706,0.558,0.400399486,3.66E-20,1.34E-15,
PEAK1,M1-like MΦ,0.963,0.924,0.360343741,4.29E-20,1.57E-15,
SLC1A3,M1-like MΦ,0.87,0.771,0.430839485,7.02E-20,2.57E-15,
IL6ST,M1-like MΦ,0.644,0.507,0.318907995,8.95E-20,3.28E-15,
RHOQ,M1-like MΦ,0.8,0.722,0.35099002,9.17E-20,3.35E-15,
ACSL1,M1-like MΦ,0.856,0.817,0.607658416,1.03E-19,3.77E-15,
DRAM1,M1-like MΦ,0.926,0.886,0.389173883,3.97E-19,1.45E-14,
RASGEF1B,M1-like MΦ,0.858,0.777,0.374335097,4.62E-19,1.69E-14,
PRDM1,M1-like MΦ,0.721,0.606,0.44050021,7.05E-19,2.58E-14,
TBC1D17,M1-like MΦ,0.299,0.169,0.231203851,7.56E-19,2.77E-14,
SGTB,M1-like MΦ,0.678,0.56,0.345647817,1.18E-18,4.32E-14,
EHD1,M1-like MΦ,0.228,0.112,0.195350569,2.00E-18,7.30E-14,
CRIM1,M1-like MΦ,0.356,0.257,0.417890544,2.17E-18,7.93E-14,
AKT1S1,M1-like MΦ,0.299,0.186,0.220828838,3.36E-18,1.23E-13,
LYZ,M1-like MΦ,0.737,0.681,0.634992323,3.59E-18,1.32E-13,
BMT2,M1-like MΦ,0.68,0.556,0.329156836,5.11E-18,1.87E-13,
AC084871.1,M1-like MΦ,0.303,0.188,0.318708342,5.34E-18,1.96E-13,
DOCK4,M1-like MΦ,1,0.994,0.189477953,5.37E-18,1.97E-13,
AOAH,M1-like MΦ,0.916,0.859,0.376127412,5.86E-18,2.15E-13,
FNDC3B,M1-like MΦ,1,0.993,0.270185371,1.26E-17,4.63E-13,
AC083837.1,M1-like MΦ,0.141,0.05,0.276187603,1.58E-17,5.78E-13,
ST3GAL1,M1-like MΦ,0.861,0.822,0.327018878,1.61E-17,5.90E-13,
MMP2,M1-like MΦ,0.46,0.335,0.329779817,2.14E-17,7.82E-13,
USP12,M1-like MΦ,0.776,0.692,0.373302414,2.65E-17,9.70E-13,
ZC3H12C,M1-like MΦ,0.793,0.707,0.401057316,2.91E-17,1.07E-12,
NCK1,M1-like MΦ,0.813,0.737,0.308938981,3.22E-17,1.18E-12,
IER5,M1-like MΦ,0.48,0.34,0.286546941,3.28E-17,1.20E-12,
ETV6,M1-like MΦ,0.994,0.986,0.23243437,5.96E-17,2.18E-12,
